sys_time,eeg_time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,stimulus
1782597625.762564,92615.2794943,231288.078125,203096.09375,685680.375,242844.65625,711208.25,197860.515625,349929.0,203557.890625,0
1782597625.7625935,92615.2794957,231247.21875,203020.640625,685623.9375,242808.0,711209.1875,197822.6875,349899.40625,203523.546875,0
1782597625.7626112,92615.2794971,231426.75,203174.328125,685654.375,243038.046875,711211.375,197904.671875,350041.375,203711.9375,0
1782597625.7626386,92615.2794984,231599.9375,203378.625,685755.3125,243225.96875,711212.625,198005.265625,350163.0625,203871.875,0
1782597625.7626562,92615.2794997,231525.109375,203352.96875,685709.0625,243117.609375,711210.875,197987.203125,350101.375,203789.53125,0
1782597625.7627,92615.279501,231295.5,203125.59375,685682.1875,242848.671875,711209.125,197868.46875,349931.6875,203569.6875,0
1782597625.762756,92615.2795024,231263.9375,203056.125,685643.4375,242820.328125,711215.1875,197841.203125,349912.71875,203545.359375,0
1782597625.7627711,92615.2795038,231432.296875,203194.0,685674.9375,243039.921875,711214.3125,197915.671875,350044.96875,203721.3125,0
1782597625.7627895,92615.2795053,231600.109375,203389.4375,685765.75,243227.84375,711213.125,198013.21875,350162.8125,203878.5,0
1782597625.7628503,92615.2795067,231524.125,203358.6875,685716.25,243119.578125,711210.5625,197994.265625,350098.4375,203795.4375,0
1782597625.762887,92615.279508,231296.21875,203130.515625,685682.5,242851.171875,711210.25,197875.625,349925.6875,203571.46875,0
1782597625.7629054,92615.2795093,231249.453125,203045.40625,685623.625,242808.625,711211.6875,197834.9375,349891.375,203532.140625,0
1782597625.762923,92615.2795109,231430.859375,203193.90625,685663.125,243042.6875,711215.5625,197921.40625,350038.53125,203723.015625,0
1782597625.7629395,92615.2795122,231607.359375,203397.484375,685768.1875,243237.5,711218.0,198024.9375,350165.21875,203888.328125,0
1782597625.762954,92615.2795139,231533.5,203367.453125,685718.3125,243135.21875,711214.1875,198005.890625,350104.6875,203808.484375,0
1782597625.7629685,92615.2795153,231305.421875,203135.875,685678.0625,242870.765625,711211.6875,197885.453125,349935.875,203587.75,0
1782597625.7630162,92615.2795168,231256.796875,203048.703125,685632.0,242823.28125,711213.4375,197843.078125,349899.6875,203546.078125,0
1782597625.7630491,92615.2795179,231431.40625,203193.109375,685659.0,243046.171875,711215.375,197923.28125,350039.0625,203728.203125,0
1782597625.7630823,92615.2795186,231607.171875,203392.390625,685759.9375,243237.234375,711216.6875,198022.96875,350159.21875,203888.0625,0
1782597625.7631073,92615.2795194,231535.390625,203365.03125,685711.875,243136.46875,711213.875,198004.71875,350100.75,203809.390625,0
1782597625.7631242,92615.2795202,231305.875,203137.484375,685681.75,242868.96875,711212.625,197884.03125,349930.875,203587.125,0
1782597625.7631438,92615.279521,231249.015625,203042.265625,685621.625,242816.3125,711215.125,197836.8125,349889.65625,203541.15625,0
1782597625.7632003,92615.2795218,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7632363,92615.2795226,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.76326,92615.2795233,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.763311,92615.2795241,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7633443,92615.2795249,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7633648,92615.2795257,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7633839,92615.2795264,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7634244,92615.2795272,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7634597,92615.279528,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7635026,92615.2795288,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7635326,92615.2795296,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7636204,92615.2795304,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7636669,92615.2795311,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7637022,92615.2795319,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7637317,92615.2795327,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7637887,92615.2795335,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.768568,92615.2871,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7686334,92615.2871026,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7730358,92615.2910998,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7731633,92615.2911014,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7779264,92615.2964698,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.786497,92615.3049854,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.7865758,92615.3049866,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8000395,92615.3185156,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8001335,92615.3185185,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.805592,92615.3230458,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8056524,92615.3230482,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.805677,92615.3230494,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8150742,92615.3325523,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8180354,92615.3365546,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.824558,92615.3430793,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.828616,92615.3470628,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8286953,92615.3470647,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8381083,92615.3566136,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8466365,92615.3651114,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8467834,92615.3651142,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8516383,92615.3691214,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8517547,92615.3691226,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8518531,92615.3691238,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8518717,92615.3691248,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8546972,92615.3722144,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8576868,92615.3761997,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.860047,92615.3785906,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.884767,92615.4031386,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.884917,92615.4031433,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8849595,92615.4031444,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8849962,92615.4031455,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.885029,92615.4031464,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8850567,92615.4031477,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8850856,92615.4031489,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8886452,92615.4071406,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8886921,92615.4071432,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8928087,92615.4111524,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8967216,92615.4142493,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8968117,92615.4142509,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.8968642,92615.4142517,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.899862,92615.4182477,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9032776,92615.4217612,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9033258,92615.4217645,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9168422,92615.4352914,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9852695,92615.5036814,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9853566,92615.5036844,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.9854302,92615.5036852,231420.046875,203181.75,685647.0625,243041.078125,711216.625,197912.90625,350027.25,203722.390625,0
1782597625.98547,92615.503686,231280.21875,203105.75,685677.4375,242873.703125,711212.0625,197851.75,349814.90625,203586.140625,0
1782597625.9855163,92615.5036868,231194.921875,202989.34375,685635.6875,242784.921875,711213.875,197796.140625,349754.03125,203512.546875,0
1782597625.9892175,92615.5077018,231342.984375,203105.75,685641.125,242984.125,711214.125,197862.65625,349875.53125,203673.03125,0
1782597625.9917161,92615.5097043,231531.984375,203311.390625,685745.625,243199.859375,711215.4375,197965.75,350009.65625,203850.953125,0
1782597626.0052948,92615.5227538,231498.734375,203320.15625,685720.4375,243139.6875,711213.875,197967.0,349974.96875,203804.203125,0
1782597626.0053504,92615.5227582,231271.1875,203099.671875,685684.5,242873.0,711211.5625,197852.734375,349807.59375,203584.078125,0
1782597626.0238988,92615.5423875,231183.75,202979.859375,685642.1875,242776.4375,711215.125,197791.765625,349744.03125,203505.3125,0
1782597626.0240064,92615.542393,231332.15625,203094.3125,685642.0,242975.71875,711217.25,197857.03125,349868.03125,203668.125,0
1782597626.0240374,92615.5423943,231518.84375,203292.796875,685745.375,243191.734375,711217.625,197959.484375,350001.34375,203848.1875,0
1782597626.0240517,92615.5423957,231486.390625,203299.765625,685716.9375,243130.390625,711213.0625,197960.375,349964.5,203801.515625,0
